song_name,region,info,song_content
Karyolamın Demiri,Çanakkale,Çanakkale-Saniye Can-Osman Özdenkçi-Emin Aldemir,(Of) Karyolamın Demiri (Yandım Ayşe'm) O Yâr Benim Değil Mi (Yandım Ayşe'm) (Of) O Yâr Benim Olmazsa (Yandım Ayşe'm) Öldürürüm Kendimi (Yandım Ayşe'm) (Of) Bahçelerde Pirpirim (Yandım Ayşe'm) Hasta Oldum Yatırım (Yandım Ayşe'm) (Of) Hekim Doktor İstemem  (Yandım Ayşe'm) Sevdiğimi Getirin (Yandım Ayşe'm)
Karımca Karımca Kara Karımca,Kütahya,Kütahya/Domaniç-Cevat Özayhan-Talat Pembe-Ümit Kaftancıoğlu,Karımca Karımca (Da Gız Annem) Gara Mara Karımca (Aman Aman) Hamamdan Çıkmış Geliyor (Aman Aman) Gelin Aman Görümce (Haydi Aman)  Efdirir Oğlan Efdirir (Eşim Aman Aman)  Camfes’ten Şalvar Kestirir (Haydi Aman)  Küçük Kız Zillere Bastırır (Aman Aman)  Camfes’ten Şalvar Kestirir (Eşim Aman Aman) Aklımı Şaşırdım (Da Gız Annem) Seni Seni Görünce (Aman Aman) Al Gel Oğlan Sevdiğimi (Aman Aman) Benim Gönlüm Eğlensin (Haydi Aman)  Efdirir Oğlan Efdirir (Eşim Aman Aman)  Camfes’ten Şalvar Kestirir (Haydi Aman)  Küçük Kız Zillere Bastırır (Aman Aman)  Camfes’ten Şalvar Kestirir (Eşim Aman Aman)
Karşı Dağlar Bizimdir,Gümüşhane,Gümüşhane-Cemal Alemdar-Muzaffer Sarısözen,Karşı Dağlar Bizimdir Kara Salkım Üzümdür Koy Büyüsün Annesi Belki Kısmet Bizimdir Karşıdan Gel Göreyim Topludan Gül Vereyim Sınanmamış Güzelsin Nasıl Gönül Vereyim Girme Bağa İz Olur İpek Fistan Toz Olur Dilber Mendilin Düşmüş Ben Kaldırsam Söz Olur
Karşı Dağın Dumanı,,Gökhan Temur,Karşı Dağın Dumanı         Vay Le Le Le Le Vay Le Şimdi Yayla Zamanı         Derdim Çoktur Le Vay Le Şimdi Yayla Zamanı         Derdim Bitmez Le Vay Le Ben Sevdim O Sevmedi      Vay Le Le Le Le Vay Le Kestim Artık Gümanı        Derdim Çoktur Le Vay Le Kestim Artık Gümanı        Derdim Bitmez Le Vay Le Yaylanın Yoli Uzun          Vay Le Le Le Le Vay Le Giderim Tutmaz Dizim       Derdim Çoktur Le Vay Le Giderim Tutmaz Dizim       Derdim Bitmez Le Vay Le Nerden Düştüm Bu Derde    Vay Le Le Le Le Vay Le Heç Dinmiyor Ki Sızım      Derdim Çoktur Le Vay Le Heç Dinmiyor Ki Sızım      Derdim Bitmez Le Vay Le Çıktım Yayla Düzüne      Vay Le Le Le Le Vay Le Baktım Yolun İzine        Derdim Çoktur Le Vay Le Baktım Yolun İzine        Derdim Bitmez Le Vay Le Ele Çok Ağladım Ki        Vay Le Le Le Le Vay Le Yaşlar Endi Dizime        Derdim Çoktur Le Vay Le Yaşlar Endi Dizime        Derdim Bitmez Le Vay Le
Karşı Geçeye Geçerem,Erzurum,Erzurum/Tortum-Narman-Yöre Ekibi-Muzaffer Yönden,Karşı Geçeye Geçerem Atlara Yonca Biçerem Yâr Seni Alır Gaçaram  Sen Gine Doldur Fincanı  Sen Gine Canımın Canı Fincanı Taştan Oyarlar İçine Bade Koyarlar Yâr Seni Sevsem Duyarlar  Sen Gine Doldur Fincanı  Sen Gine Canımın Canı Fincanı Doldur Sıradan İçmeyen Kalksın Aradan Ak Güzelleri Yaradan  Sen Gine Doldur Fincanı  Sen Gine Canımın Canı
Karşı Karşı Kurduralım Hanları,Rumeli,Rumeli/Üsküp-Recep Nalın-Tevfik Ergin-S. Gençer-Soner Özbilen,Karşı Karşı Kurduralım Hanları (Hanları Gel Gel Aman) Def Edelim Gasaveti Gamları (Canım) Sen Giderken Biz Sürelim Demleri (Demleri Aman Gel Aman) Okunur Fermanım Kara Gözlüm (Kan Ağlar Canım)  Ağalar Dost Beyler Aman Gel Aman  Yine Bir Efkârım Vardır Tutuşur Canım Üsküp Kışlasında Kuşlar Ötüşür (Ötüşür Aman Gel Aman) Ötme Bülbül Efkârım Var Tutuşur (Canım) İki Haskret Bir Birine Kavuşur (Kavuşur Aman Gel Aman) Okunur Fermanım Kara Gözlüm (Kan Ağlar Canım)  Ağalar Dost Beyler Aman Gel Aman  Yine Bir Efkârım Vardır Tutuşur Canım
Karşı Ki Tarlanın Ekini Seyrek (U.H.),Sivas,Sivas/Kangal-Ali Kızıltuğ,Karşıki Tarlanın Ekini Seyrek Yorulmuş Nazlı Yar Yardıma Gidek Dedimki Sevdiğim Benim Olursan Dediki Sevdiğim Barabar Gidek Başına Bağlamış Oyalı Yazma Yazmanın Etrafı Gülünen Dizme Mevlayı Seversen Elinen Gezme Elinen Gezersen Ar Gelir Bana Yüce Dağ Başında Bir Kuru Dikme Dikmenin Dibine Karanfil Ekme Mevlayı Seversen Hışmınan Bakma Hışmınan Bakarsan Zor Gelir Bana
Karşı Konağın Direği (Derdo Derdo),,,Karşı Konağın Direği Söndü Gözümün Bebeği Derdo Derdo Lımın Derdo Mezarımı Derin Edin Dayanmaz Ana Yüreği Derdo Derdo Lımın Derdo Derdo Derdo Havar Derdo Bu Konağı Yapan Usta Ataş Saldın Eşe Dosta Derdo Derdo Lımın Derdo Analar Ağıtlar Yakın Benim Gönlüm Bu Gün Yasta Derdo Derdo Lımın Derdo Derdo Derdo Havar Derdo Aşağıdan Gelir Kervan Güller Açmış Elvan Elvan Derdo Derdo Lımın Derdo Yiğidimi Toprak Aldı Kırılasın Çarkı Devran Derdo Derdo Lımın Derdo Derdo Derdo Havar Derdo
Karşıda Fiğ Otlanır,Sivas,Sivas-Yöre Ekibi-Muzaffer Sarısözen,Karşıda Fiğ Otlanır (Ah Yarelendim Vay Vay Vay) Bu Derde Kim Katlanır (Diley Diley Diley) Gül Fidanın Aşkından (Ah Yarelendim Vay Vay Vay) Gökyüzü Bulutlanır (Diley Diley Diley Vay)  Armut Dalda Sallanır (Yandım Aman)  Yere Düşer Ballanır (Amanın Aman)  Pek Çok Sevdim (Aman)  Bir Oğlan Vezir Olsa (Yandım Aman)  Yine Kıza Aldanır (Amanın Aman)  Pek Çok Sevdim (Aman) Karşıda Gördüm Seni (Ah Yarelendim Vay Vay Vay) Gül İken Derdim Seni (Diley Diley Diley Vay) Bakmaya Kıyamazken (Ah Yarelendim Vay Vay Vay) Yadlara Verdim Seni (Diley Diley Diley Vay)  Armut Dalda Sallanır (Yandım Aman)  Yere Düşer Ballanır (Amanın Aman)  Pek Çok Sevdim (Aman)  Bir Oğlan Vezir Olsa (Yandım Aman)  Yine Kıza Aldanır (Amanın Aman)  Pek Çok Sevdim (Aman)
Karşıda Fırat Gördüm (Hoyrat) (U.H.),Şanlıurfa,Şanlıurfa-Mahalli Sanatçılar-TRT,(Ah Ah Ah Aman Ah Aman Aman Ah Aman) Karşıda Fırat Gördüm Ölümü Murat Gördüm Gönülden Dert Çekmeyen (Aman Görmeyen Aman) Demesin Ki Dert Gördüm (Ah Aman Ah Aman Aman Ah Aman) (Ah Ah Ah Aman Ah Aman Aman Ah Aman) Yara Benden Yara Benden  Ok Senden Yara Benden Yolcu Yoluna Kurban (Aman Görmeyen Aman) Selam Söyle Yara Benden (Ah Aman Ah Aman Aman Ah Aman)
Karşıda Gördüm Seni,Gaziantep,Gaziantep-Döne Polat-Ferruh Arsunar,Karşıda Gördüm Seni (Kız Emine Emine) Gül İken Derdim Seni (Yandım Kibar Emine) Öpmeye Kıyamazken (Kız Emine Emine) Yad Ele Verdim Seni (Yandım Kibar Emine) Ak Darı Beyaz Darı (Kız Emine Emine) O Yandan Aktar Beni (Yandım Kibar Emine) Ağu Olsa İçerim (Kız Emine Emine) Gerdandan Akan Teri (Yandım Kibar Emine) Değirmen Boyu Çiçek (Kız Emine Emine) Orak Getirin Biçek (Yandım Kibar Emine) Ben Yarimi Tanırım (Kız Emine Emine) Orta Boylu Mor Çiçek (Yandım Kibar Emine)
Karşıda Harar Durur,Kayseri,Kayseri/Bünyan-Adnan Türköz-Muzaffer Sarısözen,Karşıda Harar Durur Zülfünü Darar Durur Kızın Gönlü Olursa Oğlanı Arar Bulur  Hay Nenni Nenni Nenni  Dost Nenni Nenni Nenni  Sevdalım Yaktın Beni  Sürmelim Yakdın Beni Karşıda Kuzu Yerler Biz De Varsak Ne Derler Otursak Biz De Yesek Şu Şunu Sevmiş Derler  Hay Nenni Nenni Nenni  Dost Nenni Nenni Nenni  Sevdalım Yaktın Beni  Sürmelim Yakdın Beni
Karşıda Hayvalıklar,Erzurum,Erzurum-Cafer Kırmızı-Haydar Şahinkaya-Muzaffer Sarısözen,Karşıda Hayvalıklar Suda Oynar Balıklar Ne Bu Sevgi Olaydı Ne De Bu Ayrılıklar Suda Yudum Balığı Yâr Değişmiş Kılığı Doya Doya Bakmadım Siyah İmiş Bıyığı Kuzu Çayırda Meler Feryadı Bağrım Deler Beni Dağlar Eylemez Eylerse Yârim Eyler
Karşıda Kara Erik,Malatya,Malatya/Arguvan/Minayık-Hasan Hüseyin Orhan-Muzaffer Sarısözen,Karşıda Kara Erik Dallarını Eğerik Biz Adıyaman'lıyık Ölenecek Severik  Güzel Kız Şirin Kız  Şeker Kız Kaymak Kız Yaktın Bizi Sallandım Girdim Bağa Başım Değdi Yaprağa Kız Ben Seni Almazsam Girmem Kara Toprağa  Güzel Kız Şirin Kız  Şeker Kız Kaymak Kız Yaktın Bizi
Karşıda Kavun Yerler ,Çorum,Çorum-Niyazi Biçerel-Mehmet Ali Biçerel-Muzaffer Sarısözen,(İkileme Kısmı) Karşıda Kavun Yerler (Elmasım Ey) Bizde Varsak Ne Derler (Hele Yandım) Otursak Bile Yesek (Elmasım Ey) Şu Şunu Sevmiş Derler (Diley Diley Ben Yandım) Karşıdan El Eyleme (Elmasım Ey) Yâr Beni Del'eyleme (Hele Yandım) Öldürürsen Sen Öldür (Elmasım Ey) Kötüye Kul Eyleme (Diley Diley Ben Yandım) (Hoplatma Kısmı) Sandık Üstünde Sandık Tez Sevdik Tez Usandık Yanıldık Meyil Verdik Seni Bir Adam Sandık Sandık Üstünde Pekmez Bu Pekmez Bana Yetmez Senin Aldığın Para Benim Süsüme Yetmez
Karşıda Kuş Oturur,Ardahan,Ardahan/Hanak/Saskara Köyü-Ümit Kaftancıoğlu-Garip Tataroğlu-Ümit Kaftancıoğlu,Karşıda Kuş Oturur (Güzeller) Kuş Kuşa Yem Götürür  De Gülüm Gülüm Güzeller  Göküse Düğme Düzeler Güzeller Bıldır Ki Şen Gönlüme (Güzeller) Bu Yıl Baykuş Oturur  (Güzeller)  De Gülüm Gülüm Güzeller  Göküse Düğme Düzeler Güzeller Davulu Çala Çala (Güzeller) Çıktım Bir İnce Dala (Güzeller)  De Gülüm Gülüm Güzeller  Göküse Düğme Düzeler Güzeller Korkarım Dal Kırıla (Güzeller) Yârimi Eller Ala (Güzeller)  De Gülüm Gülüm Güzeller  Göküse Düğme Düzeler Güzeller Kızlar  Gel Dereye Yukarı (Güzeller) Derenin Özündeyim (Güzeller)  De Gülüm Gülüm Güzeller  Göküse Düğme Düzeler Güzeller Pişmanlık Neden Oldu (Güzeller) Ben Gene Sözümdeyim  (Güzeller)  De Gülüm Gülüm Güzeller  Göküse Düğme Düzeler Güzeller
Karşıda Çevirmeler,Artvin,Artvin/Şavşat-Vasfi Akyol-Muzaffer Sarısözen,Karşıda Çevirmeler (Hanay Nana Nanay Nana) Karşıda Çevirmeler (Nazen Yârim Güzel Yârim) İçinde Koyun Meler (Hanay Nana Nanay Nana) İçinde Koyun Meler (Nazen Yârim Güzel Yârim) Kuzusunu Kurt Yemiş (Hanay Nana Nanay Nana) Kuzusunu Kurt Yemiş (Nazen Yârim Güzel Yârim) Onun Çün Yangın Meler (Hanay Nana Nanay Nana) Onun Çün Yangın Meler (Nazen Yârim Güzel Yârim) Karşıda Kiliseler (Hanay Nana Nanay Nana) Karşıda Kiliseler (Nazen Yârim Güzel Yârim) Kilidini Kırsalar (Hanay Nana Nanay Nana) Kilidini Kırsalar (Nazen Yârim Güzel Yârim) Seni Bana Verseler (Hanay Nana Nanay Nana) Seni Bana Verseler (Nazen Yârim Güzel Yârim) Beni Sana Verseler (Hanay Nana Nanay Nana) Beni Sana Verseler (Nazen Yârim Güzel Yârim)
Karşıda Üzüm Kara,Erzurum,Erzurum-Gülümser Gözüm-Nida Tüfekçi,Karşıda Üzüm Kara  Ah Çimene Gel Çimene Gel Gül Oğlan  Çimen Çiçek Deste Biçek Çit Yelek Gül Oğlan Salkımı Düzüm Kara  Ah Çimene Gel Çimene Gel Gül Oğlan  Çimen Çiçek Deste Biçek Çit Yelek Gül Oğlan Gideceğim O Yâre  Ah Çimene Gel Çimene Gel Gül Oğlan  Çimen Çiçek Deste Biçek Çit Yelek Gül Oğlan Elim Boş Yüzüm Kara  Ah Çimene Gel Çimene Gel Gül Oğlan  Çimen Çiçek Deste Biçek Çit Yelek Gül Oğlan
Karşıdadır Evleri,Amasya,Amasya-Yöre Ekibi-Yücel Paşmakçı,Karşıdadır Evleri (Hele Yandım) Yayılır Develeri (Diley Diley Sallan Da Gel) Oturmuş İnek Sağar (Hele Yandım) Terlemiş Sineleri (Diley Diley Sallan Da Gel) Köprüden Geçemiyom (Hele Yandım) Düş Gördüm Seçemiyom (Diley Diley Sallan Da Gel) Sen Benden Geçtin Amma (Hele Yandım) Ben Senden Geçemiyom (Diley Diley Sallan Da Gel)
Karşıdadır Evleri (Emmoğlu),Kırıkkale,Kırıkkale-Ekrem Aydoslu-Hamdi Özbay,Karşıdadır Evleri (Ah Leyli Vah Leyli Emmoğlu) Yayılır Develeri (Emmoğlu)  Emmoğlu Ele Benzer Emmoğlu  Boyu Fidana Benzer Emmoğlu Bağa Gel Bostana Gel (Ah Leyli Vah Leyli Emmoğlu) Güle Gel Destana Gel (Emmoğlu)  Emmoğlu Ele Benzer Emmoğlu  Boyu Fidana Benzer Emmoğlu Diyarbakır Şad Akar (Ah Leyli Vah Leyli Emmoğlu) Urfa Mardin'e Bakar (Emmoğlu)  Emmoğlu Ele Benzer Emmoğlu  Boyu Fidana Benzer Emmoğlu
Karşıdan Aşık Gider,Tokat,Tokat-Âşık Veli Aydın-Muzaffer Sarısözen,Karşıdan Âşık Gider (Esmem Diley Diley Diley Yosmam Diley Diley Diley)  Yükünen Kaşık Gider (Esmem Diley Diley Diley Yosmam Diley Diley Diley)  Sevdiğimi Almazsam  (Esmem Diley Diley Diley Yosmam Diley Diley Diley)  Gözlerim Açık Gider (Esmem Diley Diley Diley Yosmam Diley Diley Diley)  Tokat İçi Minare (Esmem Diley Diley Diley Yosmam Diley Diley Diley)  Keklik Kondu Pınara (Esmem Diley Diley Diley Yosmam Diley Diley Diley)  Yâr Elinden Konuşma (Esmem Diley Diley Diley Yosmam Diley Diley Diley)  Ben Olurum Divane (Esmem Diley Diley Diley Yosmam Diley Diley Diley)  Altından Sini  M'olur (Esmem Diley Diley Diley Yosmam Diley Diley Diley)  Güzelin Dini M'olur (Esmem Diley Diley Diley Yosmam Diley Diley Diley)  Görsem Yârin Yüzünü (Esmem Diley Diley Diley Yosmam Diley Diley Diley)  Dünyalar Benim Olur (Esmem Diley Diley Diley Yosmam Diley Diley Diley)  (Yeldirme Bölümü) Armut Daldan Düşer Mi (De) Günden Yanı Pişer Mi Sevip Sevip Ayırmak (Da) Şanımıza Düşer Mi Mavilim Diyemedim (De) Al Yeşil Giyemedim Kaybetine Vuruldum (De) Yüzüne Diyemedim Armut Dalda Yüz Dirhem (De) Yüzlerin Dürem Dürem Senin Sevdan Değil Mi (De) Beni Böyle Gezdiren Evleri Irak Yârim (De) Yolları Kurak Yârim Sen Orada Ben Burda (Da) Sabredek Durak Yârim
Karşıdan Gel Karşıdan,Giresun,Giresun/Bulancak-Kadir Üstündağ-Muzaffer Sarısözen,Karşıdan Gel Karşıdan Bizim Evin Başından Karşıki Dağlar Gibi Duman Kalkmaz Başımdan Karşıdadır Evleri Yayılır Develeri Dizilmiş Oynuyorlar Sallanır Mendillleri Aşma Başımdan Aşma Ben Seni Tanıyorum Sazımın Bam Telini Yâr Seni Sanıyorum
Karşıdan Görünen Ne Güzel Yayla,Sivas,Sivas-Feyzullah Çınar,Karşıdan Görünen Ne Güzel Yayla  Bir Dem Süremedim Giderim Böyle  Ela Gözlü Pirim Sen Himmet Eyle  Ben De Bu Yayladan Şaha Giderim  Eğer Göverip De Dosttan Olursam  Şu Halkın Diline Destan Olursam  Kara Toprak Senden Üstün Olursam  Ben De Bu Yayladan Şaha Giderim  Pir Sultan Abdal'ım Dünya Durulmaz Gittiğinden Öbür Geri Dönülmez Gözlerim De Dost Yolundan Ayrılmaz Ben De Bu Yayladan Şaha Giderim
Karşıdan Karşıya Elmalı Dağlar (U.H.),Kırşehir,Kırşehir-Muharrem Ertaş-TRT,Karşıdan Karşıya Elmalı Dağlar (Oy Anam) Elması Yetişmiş Suları Çağlar On On Beş Yaşında Bir Güzel Ağlar Kaş Kaldırıp Gözlerini Süzerek Mestine De Deli Gönül Mestine (Oy Anam) Deste Deste Gül Veriyor Dostuna Sallanıp Sallanıp Gelir Üstüme Ölmüş Uruhumu Söyletir Gelin
Karşıdan Karşıya Herg İden Komşu,Sivas,Sivas-Aşık Veysel Şatıroğlu-Muzaffer Sarısözen,Karşıdan Karşıya Herg İden Komşu Yağlığım Cebimden Düştü Gördün Mü Senin İle Beni Uygun Görmüşler Aramızdan Bir Vazgeçti Gördün Mü Irmak Kenarında Bir Çift Kazım Var Ölene Dek Dilber Sende Gözüm Var Tenha Yerde Sana Bir Çift Sözüm Var Tütünü Çıkmadık Dert Ettin Bana
Karşıdan Yar Geliyor,Van,Van/Erciş-Hüsamettin Subaşı-Atakan Çelik,Karşıdan Yâr Geliyor (Can Oy) Yeleği Dar Geliyor (Can Oy) Men Sevdim Eller Aldı (Can Oy) O Da Bana Zor Geliyor (Can Oy)  Oy Canoy Oy Canoy Oy Canoy  Men De Sana Kurban Oy Canoy  Oy Canoy Oy Canoy Oy Canoy  Men De Sana Hayran Oy Canoy Ağlamaz Gülen Bendim  (Can Oy) Devranı Süren Bendim  (Can Oy) Yel Vurdu Su Götürdü  (Can Oy) Yıkıldı Gönül Bendim  (Can Oy)  Oy Canoy Oy Canoy Oy Canoy  Men De Sana Kurban Oy Canoy  Oy Canoy Oy Canoy Oy Canoy  Men De Sana Hayran Oy Canoy Şu Erciş'in Dağları (Can Oy) Gül Kokuyor Bağları (Can Oy) Kirpiğimnen Süpürem (Can Oy) Sana Gelen Yolları (Can Oy)  Oy Canoy Oy Canoy Oy Canoy  Men De Sana Kurban Oy Canoy  Oy Canoy Oy Canoy Oy Canoy  Men De Sana Hayran Oy Canoy
Karşıki Tarlada Herg Eden Oğlan,Bayburt,Bayburt-Yöre Ekibi-Özcan Tamer,Karşıki Tarlada Herk Eden Oğlan Kız Allahın Seversen Doğri Söyle Mendilin Başından Alan Oldi Mi Seni Benden Başka Saran Oldi Mi
Katı Havadan Uçarsın,Sivas,Sivas/Divriği-Nuri Üstünses-Muzaffer Sarısözen,Katı Havadan Uçarsın  De Neye Ağam Nay Da Nanay  Kibar Nanayı Nay Nanay Endireyim Gönül Seni  De Neye Ağam Nay Da Nanay  Kibar Nanayı Nay Nanay Budak Budak Gül Dalına  De Neye Ağam Nay Da Nanay  Kibar Nanayı Nay Nanay Kondurayım Gönül Seni  De Neye Ağam Nay Da Nanay  Kibar Nanayı Nay Nanay Yüce Dağlar Yüce Olur  De Neye Ağam Nay Da Nanay  Kibar Nanayı Nay Nanay Gündüz Geçer Gece Olur  De Neye Ağam Nay Da Nanay  Kibar Nanayı Nay Nanay Bu Ayrılık Nice Olur  De Neye Ağam Nay Da Nanay  Kibar Nanayı Nay Nanay Ayırayım Gönül Seni  De Neye Ağam Nay Da Nanay  Kibar Nanayı Nay Nanay Ördeği Avlarlar Gölde  De Neye Ağam Nay Da Nanay  Kibar Nanayı Nay Nanay Şahini Beslerler Kolda  De Neye Ağam Nay Da Nanay  Kibar Nanayı Nay Nanay Bezirgan Geçtiği Yerde  De Neye Ağam Nay Da Nanay  Kibar Nanayı Nay Nanay Çınlatayım Gönül Seni  De Neye Ağam Nay Da Nanay  Kibar Nanayı Nay Nanay
Katırcıoğlu Der Ki Kırıldı Dalım (U.H.),Niğde,Niğde-Halit Ongan-Halit Ongan,(Of Of) Katırcıoğlu (Da) Der Ki Kırıldı Dalım Yerimden Kalkmaya (Da) Kalmadı Halim (Of Of Of) (Of Of) Beni Vuranlar (Da) Bir Katı Zalim (Amanın Zalim) Katı Genciken (De) Soldurdun Felek Ahrete Yaralı Gönderdin Felek (Of Of) Demir Kapıya (Da) Kurulmuştu Mahşer Murtaza'yı Görenin Tebdili Şaşar (Of) (Of Of) Al Kanları (Da) Tabuttan Taşar (Amanın Taşar) Ah Dedikçe Ela Gözden Nem Gelir Ele Düğün Bayram Bize Gam Gelir
Kavak Kavaktan Uzundur,Gaziantep,Gaziantep-Azmi Körükçü-Muzaffer Sarısözen,Kavak Kavaktan Uzundur Tiyekte Biten Üzümdür Yâr Benim İki Gözümdür  Lale Sünbül Gülizare  Can Kurban O Şivekare Kavak Kavağa Yaslanır Dibinde Kumru Beslenir Yarim Dedikçe Seslenir  Lale Sünbül Gülizare  Can Kurban O Şivekare
Kavak Kavağa Yaslanır,Edirne,Edirne-İhsan Köycü-Muzaffer Sarısözen,Kavak Kavağa Yaslanır (Eşim Aman Aman) Dibinde Bülbül Beslenir Yâr Küçücükten Uslanır (Eşim Aman Aman)  Sen Salcı Ben Yolcu Germe De Kolların  Gel Dola Boynuma Ellerin Kavak Kavaktan Uzundur (Eşim Aman Aman) Dalinde Bir Top Üzümdür Yâr Benim İki Gözümdür (Eşim Aman Aman)  Sen Salcı Ben Yolcu Germe De Kolların  Gel Dola Boynuma Ellerin
Kavak Uzanır Gider,Erzurum,Erzurum-Muharrem Akkuş-Muharrem Akkuş,(Loy Loy Loy) Kavak Uzanır Gider (Loy Loy Loy) Dalı (Da) Bezenir Gider (Loy Loy Loy) Gönül Çekmeyen Kızın (Loy Loy Loy) Ömrü Uzanır Gider (Loy Loy Loy) Bu Derenin Kavağı (Loy Loy Loy) Güneş Almış Konağı (Loy Loy Loy) Bugün Ben Yâri Gördüm (Loy Loy Loy) Elma Gibi Yanağı (Loy Loy Loy) Bu Dere Coşar Gider (Loy Loy Loy) Suları Taşar Gider (Loy Loy Loy) Ben Yârimi Kaybettim (Loy Loy Loy) Yüreğim Yanar Gider
Kavak Uzanır Gider (Ele Güzel Oğlan),Erzurum,Erzurum-Sıddık Sayal-Yücel Paşmakçı,Kavak Uzanır Gider  (Ele Güzel Oğlan Şeker Olan Sen De Gel Sen De Gel) Dalı Bezenir Gider  (Ben Eve Gidim Köye Gidim Suya Gidim Sen De Gel Sen De Gel) Sevip Sevip Almayan  (Ele Güzel Oğlan Şeker Olan Sen De Gel Sen De Gel) Günah Kazanır Gider  (Ben Eve Gidim Köye Gidim Suya Gidim Sen De Gel Sen De Gel) Derelerin Alucu  (Ele Güzel Oğlan Şeker Olan Sen De Gel Sen De Gel) Kınalı Parmak Ucu  (Ben Eve Gidim Köye Gidim Suya Gidim Sen De Gel Sen De Gel) Evlenmeyen Kızların  (Ele Güzel Oğlan Şeker Olan Sen De Gel Sen De Gel) Kabul Olmaz Orucu  (Ben Eve Gidim Köye Gidim Suya Gidim Sen De Gel Sen De Gel) Al İşliği Al Eyle  (Ele Güzel Oğlan Şeker Olan Sen De Gel Sen De Gel) Al Da Beni Yâr Eyle  (Ben Eve Gidim Köye Gidim Suya Gidim Sen De Gel Sen De Gel) Git Askere Gel Eyle  (Ele Güzel Oğlan Şeker Olan Sen De Gel Sen De Gel) Gel De Beni Sar Eyle  (Ben Eve Gidim Köye Gidim Suya Gidim Sen De Gel Sen De Gel)
Kavakta Kuru Dal Var,Sivas,Sivas/Kangal/Karasuver Köyü-Fatma Çipil-Sedef Yılmaz-Orhan Gazi Yılmaz,Kavakda Kuru Dal Var (Gül Eğlen Eğlen Eğlen) Bedende Mavu Şalvar (Yâr Uğrulen Uğrulen) Seni Bana Vermezler (Gül Eğlen Eğlen Eğlen) Diz Gel Allah'a Yalvar (Yâr Uğrulen Uğrulen) Kavak Kavaktan Uzun (Gül Eğlen Eğlen Eğlen) Sevdiğim İki Gözüm (Yâr Uğrulen Uğrulen) Gelip Halım Sormadı (Gül Eğlen Eğlen Eğlen) Yâre Var Bir Çift Sözüm (Yâr Uğrulen Uğrulen) Kavaklar Sıralanır (Gül Eğlen Eğlen Eğlen) O Yâr Yörür Sallanır (Yâr Uğrulen Uğrulen) Benim Sevdiğim Güzel (Gül Eğlen Eğlen Eğlen) Her Cefaya Katlanır (Yâr Uğrulen Uğrulen)
Kavaktan Gazel İndi,İzmir,İzmir/Kemalpaşa-Nuran Çetin-İsmet Egeli,Kavaktan Gazel İndi (A Yârim) Dibine Güzel İndi Bir Öptüm Bir Sarıldım (A Yârim) Yüreğim Tazelendi Kavakta Kuru Dal Var (A Yârim) Ayakta Mavi Şalvar Eğer Annem Vermezse (A Yârim) El Aç Allaha Yalvar
Kavalı Çala  Çala ,Ağrı,Ağrı-Şinasi Hatunoğlu-Şinasi Hatunoğlu, Şehriban Can Gurban Kavalı Çala Çala Çıktım Bir İnce Dala Korkarım Dal Kırıla Yar Boynuma Sarıla  Şehriban Can Gurban  Şehriban Can Gurban Ben Bir Deste Kalmışam Deste Deste Kalmışam Murat Suyu Söndürmez Yüreğimden Yanmışam  Şehriban Can Gurban  Şehriban Can Gurban Arpa Ektin Hazana Kamış Gibi Uzana Anan Baban Kör Ola Seni Verdi Hızana  Şehriban Can Gurban
Kavurma Koydum Tasa,Erzurum,Erzurum-Yöre Ekibi-TRT Erzurum,Kavurma Koydum Tasa (Ağam Yar Paşam Yar) Doldurdum Basa Basa (Digel Gel) Benim Yarim Pek Güzel (Ağam Yar Paşam Yar) Azıcık Boydan Kısa (Digel Gel)  Haydi Haydi Hopla Gel Digel Gel  Fistanını Topla Gel Digel Gel Bugün Ayın Onudur (Ağam Yar Paşam Yar) Yüküm Buğday Unudur (Digel Gel) Evliye Gönül Verme (Ağam Yar Paşam Yar) Eve Gider Unudur (Digel Gel)  Haydi Haydi Hopla Gel Digel Gel  Fistanını Topla Gel Digel Gel Tortumun Eymeleri (Ağam Yar Paşam Yar) Beğenmem Deymeleri (Digel Gel) O Yar Yelek Yaptırmış (Ağam Yar Paşam Yar) Ben Olim Düğmeleri (Digel Gel)  Haydi Haydi Hopla Gel Digel Gel  Fistanını Topla Gel Digel Gel
Kaya Dibi Kar İmiş,Sivas,Sivas-Muzaffer Sarısözen-Muzaffer Sarısözen,Kaya Dibi Kar İmiş Gün Doğmadan Erimiş Otuz İki Meyvanın En Tatlısı Yâr İmiş (Şıkırdım Şıkırdım Yâr) Kayada Keklik Öter Dibinde Hurma Biter Nazlı Yârin Bağında El Değmedik Nar Biter (Şıkırdım Şıkırdım Yâr) Kayaların Yılanı Gel Dolanı Dolanı Sen Olun Da Sevmen Mi Ayağına Geleni (Şıkırdım Şıkırdım Yâr)
Kayada Keklik Alayı,Eskişehir,Eskişehir-Suphi Atlar-Ferruh Arsunar,Kayada Keklik Alayı (Aman) Döner Dolayı Dolayı (Ben Yandım Aman Aman Hey) Gerdanı Altın Alayı (Aman)  Uyanınca Mahmur Ela Gözlüm  Sen Uyan Aman Aman Hey Kayada Keklik Yuvası (Aman) Ayağında Var Kınası (Ben Yandım Aman Aman Hey) Çektiğim Hep Aşk Belası (Aman)  Uyanınca Mahmur Ela Gözlüm  Sen Uyan Aman Aman Hey
